tweet_id,tweet,sentiment
1200944675055510000,አማራ ጠንካራ ባህል ያለው ፣ መልካም ፣ ብልህ ፣ ጥበበኛ እንዲሁም ባለፀጋ ህዝብ ነዉ ዴቪድ ስታይመን,Positive
1200945074458150000,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ,Negative
1200945296160640000,የአሜሪካ ድምፅ ሀላፊነት የተሞላበት አሰራር ባይከተልና የለማን ቃለ ምልልስ እንደወረደ ቢያቀርበው ኢትዬጵያ ውስጥ ምን ሊፈጠር ይችል እንደነበር አናውቅም እሱም ቃለ ምልልሱን የሰጠው…,Negative
1200945453803740000,ዛሬ ኢትዮጵያ ውስጥ መንጋ እና ካድሬ ተፋጠዋል። ሌላው ጨዋ ሕዝብ ከዳር ቁጭ ብሎ እዝጊዮ እዝጊዮ እያለ ድራማውን በመከታተል ላይ ይገኛል። ለኢትዮጵያ ግን ከሁለቱ ማንም ቢያሸንፍ ወይ…,Neutral
1200946869687340000,ዛሬ ኢትዮጵያ ውስጥ መንጋ እና ካድሬ ተፋጠዋል። ሌላው ጨዋ ሕዝብ ከዳር ቁጭ ብሎ እዝጊዮ እዝጊዮ እያለ ድራማውን በመከታተል ላይ ይገኛል። ለኢትዮጵያ ግን ከሁለቱ ማንም ቢያሸንፍ ወይም ሁለ…,Mixed
1200948110891060000,በትክክል ይሸነፋል አሁንም ቢሆን አሻንጉሊት እንጂ መሪ ነው ብለህ ታስባለህ? በኢትዮጵያ የመጀመሪያው ከእውቀት ነፃ የሆነ መሪ ተብዬ አብይ ነዉ።,Negative
1200948802477270000,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ) -…,Negative
1200949582571730000,የሚገርም የጤና ልማት ሠራዊት በሀላባ ዞን የመስክ ምልከታና ዌራ ድጆ ከተማ ጤና ጣቢያ ግንባታ መሠረት ድንጋይ ተክሎ ስመለስ።,Neutral
1200952626323610000,ጀግና,Positive
1200953178587630000,እኔ ልዘንልህ የኔ ጌታ ልብ የሚነካ ፎቶ ??,Mixed
1200954194305390000,የአንድ እናት ልጆች እኮ ነን ደምህ ከደሜ የተቀዳ... የመምህር ታየ ቦጋለ አስደናቂ ንግግር   ክፍል 2,Positive
1200954384785560000,ነገረኛ,Negative
1200954984998870000,በአብይና በለማ መካል ያለው ልዩነት መሠረታዊ አይደለም የቅደም ተከተል ጉዳይ እንጂ፣ አቶ ለማ አስቀድመን መደመርን በኦሮሚያ እንተግብረው ሲሉ ዶ/ር አበይ በመላ ኢትዮጵያ እየተገበሩት…,Negative
1200955107560570000,አንድነት,Positive
1200955436712760000,በሀገር ተስፋ መቁረጥ እና በሀገር መሪ ተስፋ መቁረጥ ይለያያሉ!,Negative
1200955913865180000,ኣሜን ??,Positive
1200955987978530000,ፍትህ በሌለበት ሀገር ደሞክራሲ አለ ማለት ህዝብን መዋሸት ነው፤ ኢትዮጵያ ውስጥ ከቀበሌ ሊቀመንበር እስከ ምንስቴር ያለው አመራር ቅናተኛና ቅመኛ ነው፤ ፍትህ ለስዳማ ምሁራን 5 ወር ሙሉ ያለጥፋታቸው ለታሰሩት !!!!!,Negative
1200957218977430000,ዓወት ንሓፋሽ ማለት  ምንጋስ ማሕበራዊ ፍትሒ፡ ምድልዳል ሃገራዊ ስኒት፡ ምሕያል ሽርክነት፡ምርግጋጽ ፖለቲካዊ ተሳትፎ፡ ቁጠባዊ ምዕባለ፡ ባህላዊ ትንሳኤዩ።  ምርግጋጽዚ ራኢ ዋጋ ዝሓትት መስ…,Negative
1200958646718510000,ጥበብ,Positive
1200958818508850000,ከፖለቲከኞች የምንጠብቀውን ዘላቂ ታማኝነት አንዳንዱ ሕልም ብቻ ሲያደርግብን ለጋራ አላማ ከፍተኛ የግል መስዋዕትነት እየከፈሉ ያሉ መኖራቸውም ግልፅ እየሆነ ነው::…,Neutral
1200960965703010000,ለዶ/ር አብይ አሐመድ፤   5 ወር ሙሉ ያለ ጥፋታቸው ታስሮው የምሰቃዩትን የስዳማ ልጆችን ያውቃሉ ወይ?ያለ ፍትህ አስሮ ማሰቃየት ለነገው ትውልድ መጥፎ ጠባሳ…,Neutral
1200961267026010000,ሰናይ መዓልቲ ሕዳር ፅዮን ኣኽሱም,Positive
1200961601349680000,ለቄሮ ሃውልትን መስራት ወይም አለ መስራት ቄሮንም ሆነ የኦሮሞ ሕዝብ ጥያቄ አይመጥንም ምክንያቱም የሞተው ለሐውልቱ አልነበረም። መፍትሔው ጥያቄውን መማለስ ብቻ ነው።,Mixed
1200962429456450000,ሉቃስ 12 (Luke) 12፤ መንፈስ ቅዱስ በዚያች ሰዓት ልትናገሩ የሚገባችሁን ያስተምራችኋልና።,Negative
1200963432343670000,ድል ለዲሞክራሲ ????,Positive
1200964399340700000,Wow!! ድል ለዲሞክራሲ!! ድል ለኢትዮጵያዊነት!!  ????❤,Positive
1200966327629940000,ክቡር ጠ/ሚ ዶ/ር አብይ አህመድ ከሚቃወሙት ይልቅ የሚደግፉት ይበልጣሉ ያም ይለፍልፍ አብይ መሪያችን ነው ሰላምና  ድሞክራሲ ገና ያብባል ለማም ቢሆን በስተመጨረሻ ለኢት/ያ ህዝብ አድ…,Neutral
1200966503224360000,ፐ,Positive
1200968673474830000,በ 28ዓመት ለመጀመሪያ ጊዜ እድል ና  አቶ በረከት አልተገናኝቶም,Neutral
1200968908766940000,አሁን ይህ ምን ጥቅም ይሰጣል? ስራወ ቢመሰክር አይሻልም ጌታው?,Neutral
1200970284376840000,እዝጌር ውለታ ይክፈል,Neutral
1200970921114300000,በአዋልድ ስም ፣ “ጄኒ ክሩሴ” ፣ አሥራ ሦስቱ አጋንንት ፣ ይህንን ሰው በዘለፋ ስቃይ ውስጥ በመንጽሔ ነበልባል እንረግማለን። ሰይጣን መስማት ወይም መጸለይ ይ…,Negative
1200970988407510000,አብይን ለመደገፍ ስናቅማማ አገር ልናጣ ነው። ጎበዝ ንቃ... እንንቃ!,Neutral
1200971406319570000,በአሁኑ ሰአት አብይን መደገፍ ምርጫ አይደለም ግዴታ እንጂ,Neutral
1200972071108360000,ይሄን ትዊት የፃፈው ግለሰብ ማስተላለፍ የፈለገው መልክት ጃዋርን የተቃወሙት ለኦሮሞ መብት ስለተሟገተ ነው የሚል እንደምታ ያለው ነው፡፡ አውቆም ይሁን ሳያውቅ የጃዋር የፕሮፓጋንዳ ሚንስ…,Mixed
1200972838129320000,የ ኦሮሚያ ክልል የሚንቀሳቀስ የ አሸባሪ ቡድን !,Negative
1200973813523110000,በድንገተኛ ሕመም ሆስፒታል የተወሰዱ መምህራንና ተማሪዎች ጉዳይ እየተመረመረ ነው,Positive
1200974358707100000,ስራ ፈት ???????♂️,Negative
1200974381666750000,ብልፅግና ፓርቲ ሕጋዊ ዕውቅና ካገኘ የመንግሥት ሥልጣን ከኢሕአዴግ መረከብ አይችልም?,Neutral
1200974604791000000,ዘረኛ,Negative
1200974794633760000,‹‹ኢትዮጵያ ከእኛ ጋር ያላትን ግንኙነት ዋጋ የምትሰጠው በጋራ ካለን ፍላጎት በመነጨ ነው›› ያሲን ሐጂ ሞሐሙድ፣ የሶማሌላንድ የውጭ ጉዳይና ዓለም አቀፍ ትብብር ሚኒስትር,Neutral
1200975101824510000,የተዛባ የአመጋገብ ሥርዓት ችግሮችን ዜሮ የማድረግ እንቅስቃሴ,Positive
1200975721604300000,በእግዚአብሔር ሥዕል የተሣሉ ኪሩቤል የሚጋርዱሽ መቅደስ አንቺ ነሽ ። ንፅህት ሆይ ያለመለወጥ ከአንቺ ሰው የሆነው ቃል ሐጢያታችንን የሚያስተሰርይልንና አበሳችንን የሚደመስስልን ሆነ…,Positive
1200976424133370000,የሩስያ ላሞች ጭንቀት መቀነሻ ቴክኖሎጂ ተገጠመላቸው,Positive
1200976688538100000,ለማ = አፍራሽ ??,Negative
1200977346783850000,አቢይ ኢትዮጵያ ከነታሪክዋ ተከብራ እንድትቀጥል ይሰራሉ; ሩህሩህ ናቸው; በየአቅጣጫው የሚጎትትና የሚገፋ ሀይል ከውስጥም ከውጭም ባለበት ሁሉን አቻች…,Positive
1200978196776300000,ቆንጆ,Positive
1200979016490110000,እዚህ አለም ላይ ለአንድ የአላህ ባሪያ እንደ ሁለት ረካአ ሰላት የሚያክል መልካም ነገር አልተሰጠውም !! ነብያችን ሰለላሁ አለይሂ ወሰለም!!,Neutral
1200980613509100000,ለኢኮኖሚው መፍትሄ በጎሳ የተከፋፈለ ቀጠና ሳይሆን የሕግ የበላይነት ያለው ጠንካራ ሀገር ያስፈልጋል:: ባለጌ ተሰባስቦ በጎሳው ሚሊሺያ እየተጠበቀ ጎሳ ለይቶ የሚገድለበት ንብረት…,Mixed
1200980629162260000,ሀገር ተረጋግታ ሰላም እንዳይኖር ምክንያት የሆነው በጎሳና እምነት ጥላቻ ላይ የተመሰረተው የክፉ የሸቃጮች ቅስቀሳ መሆኑን ከአቶ ለማ በላይ ማን ያውቃል? ታዲያ በጎሳ መናቆር ትተ…,Mixed
1200980659407390000,መጀመሪያ ኦሮሞን እናሰባስብ የሚለው ቀመር አንድ ነን የሚለውን ፍላጎት ማቆምና ችላ ማለት የሚጠይቅ ከሆነ በዚህ መልክ የሚጎለብተው የጎሳ ስብስብ ነገ የተገነባውን የጎሳ ስሜት…,Neutral
1200980677258300000,አቶ ለማ ይህን ያልተጠበቀና ሊከፋፍለን የሚችል አቁዋም ይዘው የውጡት የሀይል ሚዛን በማየት የነጃዋርን ቡድን መጠጋት ይበጀኛል ከሚል ከንቱ ግላዊ ፍላጎት በመነሳት እንዳልሆነ ትል…,Positive
1200980691149890000,አቶ ለማ ከነልዩነቴ በፓርቲው እየተሳተፍኩ እቆያለሁ ማለታቸው ተስፋ ሰጪ ነው:: ግን እሳቸው ህዝባችን ብለው ቅድሚያ የሚሰጡት ለኦሮምኛ ተናጋሪዎች ሲሆን ጠቅላይ ሚኒስትሩ ደግሞ…,Neutral
1200980774276800000,የአማራ ባለስልጣናት በሃሳብ መሞአገት አቅቶት ተገዳደለ.ኦሮሞ ግን በሃሳብ እየተፋጬ ነው. እና የቱ ነው ስልጡን ህዝብ ወይስ ስልጡን መሪ ባሻዬ?  ማፈሪያ!,Negative
1200980788101160000,ለማ:ለምን ውህደቱ ፈጠነ  ይሄን እኔ ልመልሰው ሳትዋሃዱ እስኪ ምን አይነት ምርጫ ነው የሚካሄደው የሃሳብ ፍጭት የሌለበት?ማን ለወጣቱ የስራ እድል የሚፈጥር ፖሊሲ ይዞዋል?ማን ግብር ይቀንስልኛል?…,Neutral
1200980854564100000,ውሸታም,Negative
1200981447596630000,ኦነግ ከሁሉም የፖለቲካ ድርጅቶች ጋር መልካም ግንኙነት ለመፍጠር ለውይይት ዝግጁ መሆኑን አስታወቀ። ኦነግ ምንም እንኳን በፖለቲካ ኃይሎች መካከል ልዩነት ቢኖርም ልዩነቶቹን ከመሰረታቸው እያጠበቡ…,Mixed
1200981527590510000,እኔ ከውሸታም ይልቅ ደግሞ የወንድ ቆንጆ ይመቸኛል። ሌሎቹ ከፊልም ማጀቢያነት ያለፈ ሚናም ያላቸው አይመስለኝም።  ኦቨርሬትድ ማለት የተሰቀለችበት ጣሪያ አይገባትም ማ…,Mixed
1200981559152640000,ትውልድ ሁሉ ብጽይት ያለሽ ድንግል ማርያም ሆይ እኔም ትውልድ ነኝና ብጽይት እልሻለው ።           ካመሰገኑሽ ጋር ለቅኔ እቆማለሁ,Neutral
1200982154529980000,ክፉ ነህ ??????,Neutral
1200982263674130000,ቆሻሻ ይሄ ከሀዲ,Negative
1200982396579010000,የለማ መገርሳ ነገር ግራ የሚያጋባና ድርጂታዊ አካሄድን ያልተከተለ መሆኑ ከጀርባ ያለውን ለማዎቅ ያጋጋል በትንሺም ቢሆን የፌደራሊስቶችን ቀልብ ገዝቷል  ለማንኛውም ሁሉንም በትገስትና…,Negative
1200982794224180000,የወንድ ቆንጆም ምርጥ ስራ ነው፤ ውሸታምን ጊዜ ወስደህ ስማው።  የሰቀላት እኮ የመጀመሪያ አልበሟ ገበያ ላይ አዲስና ምርጥ ሳውንድ ይዞ መምጣቱ ነው(በዚህ ተስማምተናል…,Positive
1200983764324760000,አሜን ??,Positive
1200984759083680000,የብሄራዊ መዝሙሯን ሰማኸው? ከፈርጊ ቀጥሎ የሞተ ብዬዋለሁ :-),Neutral
1200985601010520000,ከፖለቲከኞች የምንጠብቀውን ዘላቂ ታማኝነት አንዳንዱ ሕልም ብቻ ሲያደርግብን ለጋራ አላማ ከፍተኛ የግል መስዋዕትነት እየከፈሉ ያሉ መኖራቸውም ግልፅ እየሆነ ነው:: እኛ ል…,Negative
1200985816295710000,“ከሱስ መውጣት ከባድ ነው” ለሚሉ ሰዎች ትልቅ አርአያ??,Neutral
1200986126141530000,ልሙጥ ወፈፌን ወድጄዋለሁ ????,Negative
1200986130096610000,በጁሐር መሐመድ የሚመራው እራሱን ቄሮ ብሎ የሚጠራው ነብሰ ገዳይ ቡድን  በመንግስት እየተረዳ ሕዝብን እያሸበረ ስለሆነ በተባበሩት መንግስታትና በአባሎቹ ከአሸባሪ ሊስት እንዲገባ ቆር…,Neutral
1200986354286570000,በኦዴፓ ከፍተኛ አመራሮች መካከል የተፈጠረው ልዩነት ... የግብጽ ጋዜጦች ዋነኛ የዘገባ ርእስ ሆኗል:: እንዴት ነው ግብጽም ፌደራሊስት ሆነች እንዴ??? እንደው ለማወቅ ያህል ነው ??,Neutral
1200989186351920000,እዉነተኛ ፌዴራልዝም እንገነባለን የተባላችሁ ካድሬዎች ታከለ ኡማን ጨምሮ ተስፋ ቁረጡ፣ፕሮጀክቱ የማን እንደሆነ ታወቀ,Negative
1200989400416600000,ውብ,Positive
1200989434080100000,ከባህርዳር ከተማ ወጣ ብሎ በቤዛዊት ተራራ አናት ላይ ሰፍሮ የሚገኘውና በፌድራል/በብሔራዊ ቤተመንግስቶች አስተዳደር ስር የሚተዳደረው የአፄ ሀይለስላሴ ቤተመንግስት ከፍተኛ ማስፋፋትና ዕድሳ…,Neutral
1200991593425170000,እንኳዕ ንሕዳር ማርያም ፅዮን ብሰላም ኣብፅሐና!  (ጉዳይ ፀጥታ ዝዓዘዘ ጥንቃቐ ክግበረሉ ኣለዎ።)  ርሑስ ብዓል!,Neutral
1200995606979900000,አሜን ሠላሚና??,Positive
1200996469181940000,ነፍሳችሁን መልሰህ ለማግኘት የሚወጣው መጽሔት ቀላል አይደለም። ስለሆነም እነሱን ለማግኘት የሚደረጉት ጥረቶች እና ሌሎቹ ሙሉ በሙሉ እና ሙሉ በሙሉ ትርጉም የለሽ ይሆናሉ ፡፡ እርስዎ…,Negative
1200997732904770000,የኦሮሞ ህዝብ ጥያቄ ከአማራው:ከሱማሌው:ከወላይታው ወዘተ እንደት እንደሚለይ አቶ ለማ አያይዘው ቢነግሩን እንደት ጥሩ ነበር¡  ኢትዮጵያዊነት ሱሴ ነው የምትለው ፍልስፍና አፈር ደሜ በላች!!,Mixed
1200997955441850000,. መልካም ልደት,Positive
1200999140194440000,እውነት ነው,Positive
1200999430977170000,እንኳን አደረሳችሁ  ስለ ጽዮን ዝም አልልም (ኢሳ 62:1)  ድንግል ማርያም የህያዋን ሁሉ ደስታ ናት የምድር ሁሉ ደስታ የጽዮን ተራራ ነው (መዝ 47:2) ተብሎ ተጽፏልና,Positive
1200999796720500000,መሪዎች ህልማቸዉን ከልቡ ተጋርቶ ያንን እዉን ለማድረግ የሚደመርና (ህልሙ ላይ ችግር ሲኖር)ያንን ችግር ለመናገር ከመሪዎችም ጋር ለመወያየትና ለመከራከር ወደኋላ የማይል ተከታይ ነዉ…,Neutral
1201000892570460000,አሁን ሌሎች ኖሩ አልኖሩ ምን ይጠቅማል ድምጻቸው አያሰሙም ነበረ ፓርቲው ከመፍረሱ በፊት.. አሁን ስራቸው አከበዱት አንጂ የነሱ ድምጽ ወሳኝ በነበረ…,Positive
1201002756867280000,በኢሰፖ: በብልፅግና እና በኢዜማ መካከል ያለው የአይዲዮሎጂ ልዩነት ምንድነው? | | | | | | | | | | | | | | | | | | | | | | | | | | | ምንም,Neutral
1201003679677070000,ዶክተር ፓቭል የአንተን ስጦታ በመደገፍ ተቀባይነት አላገኙም ልላችይ ንሆሊ ሚራገስአ ሱእ ትባልናም እነሱን ያቅርቡ. እደውልበታለሁ ርበነ ዬኛደጓ ኔእ,Neutral
1201004111585580000,?? እመቤቴ የአምላክ እናት ላመስግንሽ ቀን ከለሊት ለልጅሽም ክብር ዉዳሴ ታቀርባለች ዘወትር ነብሴ?? እንኳን አደረሳችሁ ??,Neutral
1201004933606230000,ኦቦ ለማ እሄይ ያክል በፅንፈኞች ይጠለፋል ብዬ አላስብም ነበር ስለ ኢትዮ አንድነት እንደዛ ሲለፈልፍ የነበረ ሰውዬ ዛሬላይ ተመልሶ ግለኛ ሆኖ የ፩ብሄር ጥያቄን ብቻ ሚያነሳ ከሆነ ከዚ…,Negative
1201005447798490000,I will ኣያዋ ብጣዕሚ ልገርም ትሕትና ለለዎ መኽበሪ ሰብ ጭዋ ቆልዓ እዬ.ብቀደማይ ታይ እዪ ስኻ ልባዕልኻ ብተክሊል ተ…,Neutral
1201005609719640000,የጀመርኩትን ሳልጨርስማ አልሄድም ብሎ መሰለኝ??????....ብቻ ሰይጣን አያሳስትህ...ወገቡ ግን ተረፈ???,Negative
1201006033226910000,መቼም ከናንተ የተሻለ ሲመጣ ያማችኋል ይህ የህውሃት ክፉና መጥፎ በሽታ ነው,Neutral
1201006133047110000,ጥንካሬያችሁ የሚለካዉ መጀመሪያ ለአባላቶቻችሁ ዋስትና መሆን ስትችሉ ነው። እነ ክርስቲያንን አስፈቱ,Neutral
1201006224470340000,ሱሴ ብቻ አይደለም አረ ... እንደ አሽሽ ነው ያ ማለት ደሞ ድብን አድርጎ ይጦዛል ማለት ነው!! ይሄ ቅሌታም!! ስለዚ በአሽሽ ከሚጦ…,Negative
1201006708103030000,ለዚህ ክቡር ንኡድና ክቡር በዓል እንኳን ኣደረሰን። ደቂ ጠቓዕትኺ እናደነኑ ናባኺ ኺመጹ፡ እቶም ዝነዐቑኺ ዂሎም ድማ ናብ ትሕቲ ኣእጋርኪ ፍግም ኪብሉ እዮም እሞ፡ ከተማ እግዚኣብሄር…,Mixed
1201006906636040000,እኔ በአባቴ እንዳለሁ እናንተም በእኔ እንዳላችሁ እኔም በእናንተ እንዳለሁ በዚያን ቀን ታውቃላችሁ። ትእዛዜ በእርሱ ዘንድ ያለው እርሱም የሚጠብቀኝ እርሱ የሚወደኝ እርሱ ነው ፤ አባቴ…,Positive
1201007355607040000,?? እሺ ወንድሜ እተከላለሁ ማኛ እኮ ናት ወዳታለሁ በጣም ደሞ  ቅና አሉህ ??,Neutral
1201007988661760000,ቀልድ በአንተ ላይ ነው ያለሁት እኔ ብቻ ነኝ,Neutral
1201008177564780000,እንዳያዉ የአቶ ለማ ነገር ለራሣቸዉም ግራ ሳያጋባቸዉ የቀረ አይመሥለኝም:: ያቺ ለዶር አብይ  ያመቻቿት ሰልጣን ፀፀት ፈጥራባቸው ይሆን? አባ ገዳወች ጣልቃ ግቡና አንድ…,Neutral
1201008789446630000,ቃልሲ ንሰብኣዊ ሓርነት ህዝቢ ኤርትራ ያኢ ብእቋቑሖን ሓሩጭን ጠጠው ክብል! ንህቡብ ተቓላሳይ  ኣማኑኤል ኢያሱ ብብጽባጽ እንቋቑሖን ሓሩጭን ዝለኸይዎ ሰባት እዚኦም ዮም፤ ይሰነድ ዴሞ…,Negative
1201008854022130000,ማርያም ጽዮን  ኢትዮጵያን አደራ  ኣኽሱም ፅዮን  ኢትዮጵያን አደራ ምልጃሽ ይሰውራት ከዘረኞች ሴራ,Neutral
1201009139062880000,ስትወሰልት እዛው በዛው የእጅህን ስታገኘው መልካም ነው,Neutral
1201010419852280000,ጃል እኔ ግራ የገባኝ ኢትዮጵያ ውስጥ ሁሉም ብሄር ጥያቄ አለው። ሁሉም የኔ ብሄር ጥያቄ ባልተመለሰበት ሁኔታ...ይላል። እስኪ ሁላችሁም ጥያቄያችሁን ሰብሰብ አርጋች…,Neutral
1201010865690030000,ህፃን ዮዳ ቤተሰብዎን ያበቃል ፡፡ የደምዎ መስመር ከእንግዲህ አይኖርም። ይቅርታ መጠየቅ ወይም እራስዎን ለዘለአለማዊ ጥፋት መስዋእት ማድረግ,Neutral
