tweet_id,tweet,sentiment
1214170110711255044,ማን ትባላለች?  የትስ ነው የጠፋችው ,
1214170386453204994,????????  እንደዚ ዓይነት ተረት ተረት እስከ ኣሁን ኣለ እንዴ በኢትዮጵያ! ያሳፍራል በጣም::,
1214170588677378048,እንዴ! ዶሮ ነው እንጂ፤ ቡናማ በየቀኑ አገኘው የለ!  እኔ በሕይወቴ በግም ዶሮም አርጄ አላውቅም። የእንስሳት መብት ጉዳይ አሁን የመጣ ነው፣ እኔ ግን እንደው ከድሮም ነፍስ ማጥፋት… ,
1214170589428113408,ብሔራዊ አልኮልና አረቄ ፋብሪካ የሴቶች ቮሊቦል ፕሪሚየር ሊግ ክለቦች የአቋም መለኪያ ውድድር አሸናፊ ሆነ~ENA  አረቄ አየር ላይ ሲያደርግ ኳስንም ጭምር እንደሆነ ያሳየ ውጤት ነ… ,
1214170839995822080,ከባለቤቴ ራቁ ፡፡ ወደኋላ አቆይ ወይም አደርገዋለሁ። ቁጣዬ እና ሥቃይህ ወሰን የለውም ፡፡ ደምህ መንገዶቹን ቀይ ያደርጋቸዋል። ሥቃይ ብቻ አይሰማ… ,
1214171625471578112,አንዳንድ ፓርቲዎች ቢሮ የላቸውም በአየር ላይ ናቸው ሶሊያና ሽመልስ,
1214171881307283462,ብዙዎች በፖለቲካው በማህበራዊ ኑሮ በሐይማኖት መድረኮች በተለያየ  ስራዎች ስህተቶች ላይ ተንታኝ  ሆነዋል ያለመጠን ሲያወሩ  ሰዎች የአፍ አከፋፈታቸውን ሲመለከቱ እኔ ግን ባወሩ ቁጥር… ,
1214172025964650496,አንዴ እተጌ ጣይቱ ለሀብቴ አባመላ  እኔ ነኝ አንድ እግሬን ጎንደር፤ አንድ እግሬን ሸዋ አድርጌ የምገዛው ሲሉ የሰሙት አለቃ ገ/ሃና ንግሥት ሆይ! ሺ ዓመት… ,
1214172143526797313,አክቲቪስቶችን እና ፖለቲከኞችን አጥብቀን እንቃወም መምህር መስፍን ሰለሞን  ?? ,
1214172677235265536,ደሞ ጨመረ ይላል እንዴ??????????,
1214172807946493952,ምን ማለት ነው ደሞ? እኔኮ ሰገጤዎች ኬት እንደሚያገኙኝ አላውቅም! ☺️ ዞርርር በል እስኪ,
1214173147752255488,ሰው - በቅሎ ይወልዳል  -- የብሄሩ ተጋሪዎች  - ሊወልድም ይችላል  - Out of context ወስዳችሁት እንጂ ፈረስ ለማለት ነው  - ይሄኔ የእናንተ ብሄር ተጋሪ ቢናገር ኖሮ…,
1214173163032076288,እንኳን አደረሰህ ከነመላው ቤተሰብህ እሴኬው ውድ የኢትዬጲያ ልጅ!!,
1214173438937567232,ክብርት ሚንስተር ይኽን መልዕክት ለማስተላለፍ ሰው መሆን ብቻ በቂ ነው¡¡¡,
1214173561864302592,እንኳን አደረሰህ የኔ መሪ,
1214173572782075912,ወጣቶች ለሰብአዊ መብት ቁሙ ??? እያፈራሽ ያለሽው ተውልድ ምን ያክል የሰብአዊመብት በሐገሪቱላይ ቦታ እንደሌለው ነው።… ,
1214173641673445377,የሷ ሰዓረ ስለተገደለባት እየሰጠችው ያለው ምላሽ የሚያስቀና ነው። Go Iran Go,
1214173809743474689,እስኪ ኮርርርር በል ኮተት! የናዚ ጃዋርን ምስል ይዘህ እስክንድርን የመናገር ብቃት ኬት አገኘህ? ቦቲ ራስ,
1214174074794102784,ክላስ ውስጥ ካላነሳሁባቸው እኔ አይደለሁም። እንሳሳት መብት ምናምን የለም ሰልቅጡት ብለውናል እኮ ????,
1214174212237062144,የመጀመሪያውን ለመናገር አውሮፕላኑ ላይ ለመቆየት ይችላል ውሰ ውቀበደተየ ምን እንደነገራችሁ ማወቅ ነበረብን ውነድንም ጃምርእ ዩጣቀ ዎድቅዕ ደንእ,
1214174250636128256,ጐጠኞች ሁሉንም በዘር ነው እሚያዩት/የሚለኩት,
1214174582757842944,ድፍረት ካልሆነብኝ ይሄንን ፍፁም የሆነ ኢትዮጵያዊ ቁንጅናና የሚያምር አለባበስ አለማድነቅ ስስታምነት ነውና! ይሁን!!!! ብያለሁ ክብርት ዳግማዊት። መልካም በዐል በድጋሚ።,
1214174720494653440,አንቺ በታክሲ አትሄጂ የት ደረሱብሽ! ደሞ አገር ቤት ገባሽ እንዴ?,
1214175481483997184,እረ እዚህ ወረፋ እየጠብኩ የ ቡና ሴትዮዋ በስልክ ስታወራ ድምጿ ታምቡር ይበጥሳል,
1214175830806614016,በጦርነት መሃልም ምርጫ ተደርጎ ያዉቃል በአለም ታሪክ,
1214176035551502336,ኢራናውያን  ለኢታማጆር ሹማቸው መገደል እየሰጡት ያለው ምላሽ ያስደምማል። • አገራዊ ስሜታቸው ያስደንቃል። • እውነትም ፤ አገር ማለት ሰው ነው።,
1214176439890657282,ከድንግል ማርያም ተወልዶላችሃል:: የሰው ነገር ለምን መቀነስ አስፈለገ?,
1214176508371230720,ለመላው የክርሰትና እምነት ተከታዮች በሙሉ እንኩዋን ለጌታችን ለመዳኒታችን ለየሱስ ክርስቶስ የልደት በአል በሰላም አደረሳችሁ ?? በአሉ የሰላም የጤና የፍቅር እንዲሆንላችሁ እመኛለሁ ??,
1214176549039161344,የሞጣ መስጊዶች ቃጠሎ በሚገባ ተውግዟል:: የሞጣን ማ/ሰባዊ መስተጋብር የማይወክል ጥፋት ነበር!! ለጥፋት ሃይሎችና  ለአማራ ጠል የዘውጌና ሃይማኖት ብሄርተኞች ደግሞ ድግስ ሆኖላቸው… ,
1214177248246403075,ጓድ ዮነታን፣  የጉዳዮን አሳሳቢነት ቸል ለማለት የሚያደርጉት ጥረት በርካታ አብዮተኛ እናቶች እና ልጆች ላይ የሚያደርሰውን ጉዳት የተገነዘቡት አይመስለኝም! ????,
1214177431533129729,እጅግ በጣም ደግ ሰው ናቸው፡፡  እሳቸው ባይኖሩ የአፋር ባለሀብቶች ውጭ ያድሩ ነበር፡፡ አዲስ አበባ የታከለ ኦማ የግል ንብረት ነች እንዴ?,
1214177442866356224,በወያኔ የጭካኔ እስር ቤት በነበርክበት ጊዜ ሻማ አብርቻለሁ፤ ተሠልፌ ጩኸቴን አሰምቻለሁ፡፡ አሁን ግን በምታራምደው መጨረሻውን ግልጽ ባልሆነ፣ የኢትዮጵያን ያለ… ,
1214177655362408448,በለው!! ደፋር ገ/ሃና?? አሁንም እኮ ግርፊያ በህግ ቅጣት ቢተካ ወደ ስርአት መመለሻችን ይፈጥን ነበር።  አባ ገዳ፣ ሽማግሌ ተረቱን ለእርስ በእርስ ቀድሞ ውይይት… ,
1214177656889061377,የፌደራል ፖሊስ ኮሚሽንን ለማዘመን የሚያስችል ፕሮጄክት ተቀርጾ እየተሰራ ነው ,
1214177772207247363,ይሄ የምታዩት ተራራና ሸለቆ በሙሉ እርሻቸው ነው፡፡ እህል ተሰብስቦ ጎተራ በገባበትና መሬቱ ረፍት ላይ በነበረበት ወቅት ነበር የሄድኩት…የአካባቢው ሰው በመንገድ ሲያልፍ ነዋሪውን ሰላ… ,
1214177879371788288,የፍሥሓ ማስታወሻ: ዕለታዊ የኑሮ ውጣ ውረድና ትምህርት በብርግነትና አካባቢዋ ,
1214177889677185024,እናም ጨምር እንጂ ይሄ ፀረ አማራ,
1214177937223802885,መላው ኢትዮጵያዊያን አመፅንና በቀልን በመተው ለአገራቸው ሰላምና መረጋጋት እንዲተጉ የሃይማኖት አባቶች ጥሪ አቀረቡ፡፡ ,
1214178140228071424,ይሂ እንደ በግ አና ዶሮ photo በኣል ጠብቆ መምጣት ጥሩ ነው ግን ምልካም በኣል,
1214178255554727938,ገና... አቶ ዳውድ ኢብሳ እና ብርሃኑ ነጋ (ፕ/ር) በአሻም ቲቪ!  ክፍል 1 ረፋድ 5 ሰዓት ላይ  ክፍል 2 ከቀኑ 10 ሰዓት ላይ  መልካም በዓል፡፡   ,
1214178534303899651,የአማራ ክልል መንግስት መግለጫ ኢጅነር ስመኘው እራሱን አጥፍቶ ነው የሚለውን ቀልድ ሙስሊሙ  መስጅዱን  ያቃጠለው ከሚለው ጋር አንድ ነው ።,
1214178799543291904,Kkkkkkkkkk አዎ ፀረ ሙስሊም ነክ,
1214178977264349184,ሁሌ በገና ቀን ተወዳጅ መዝሙር,
1214179007169585153,እውነታ አይደለም,
1214179414243713024,⚠️ ማሳሰቢያ ለተገልጋዮች ⚠️  ማክሰኞ፣ታህሳስ 28 ቀን 2012 ዓ.ም. የገና በዓል በመሆኑ ኤምባሲው ለአገልግሎት ክፍት እንደማይሆን ለማሳሰብ እንወዳለን።  ከረቡዕ፣ ታህሳስ 29… ,
1214179667265101824,ምርጫ2020 ለኦሮሞው   አሁን ባለው ሁኔታ የሚቀጥልበት ወይም  በኢትዮጵያ ፖለቲካ ከቀደመው የተሻለ የኦሮሞ ህዝብ ወኪሎችን ለስልጣን የሚያበቃበት ነው ።,
1214179700232380426,እንዳቺ ስንት አይነት ሰው ቢኖር ነው የደም አይነት የተጠየቅሽው,
1214179880537133056,ደግሞ እኮ የምትጎራረሱት ነገር አለ ... ከሽሯችሁም ፤ ከፍርፍሩም ፤ ከሽንኩርት ወጡም በላይ የሚደብረኝ ጉርሻ የሚሉት ነገር ነው። በዛ ላይ ደግሞ የፍርፍር ጉርሻ ...,
1214179967342391296,ነፍስህን ወደ ሰይጣን እልክላለሁ ,
1214180006701813761,የሩሲያው ፕሬዘዳንት ቭላድሚር ፑቲንና የጀርመኗ መራሂተ መንግስት አንጌላ ሜርክል በሰሞነኛው የመካከለኛው ምስራቅ ሁኔታ ላይ ለመወያየት በመጭው ቅዳሜ ዕለት በሩሲያ እንደሚገናኙ ሮይተር… ,
1214180637244116992,እኔ ደግሞ እየጠበቅኩ ያለሁት ከፀጉር ቤት ስትወጪ ያለዉን ገፅታ ነው። ?? ፊልሙ ሌላ ግዜ ይደርሳል።,
1214180991163609088,አረ ተው እስክንድር እንደዛ ያለ ሰው የለም። ምናልባት በተሳሳተ መንገድ ተረድተኸው እንዳይሆን?,
1214181033744183296,አዎ ግን ከበዓል በፊት መድረስ አልቻልኩም። ጉርሻዉን .......ፃ! ??,
1214181036776665088,ጅቡቲን ሊያስገዛ በሚችል የገንዘብ መጠን Financial & HR system ገዝተው እዳ ህዝቡን እያሸከሙት ነው። ቀደም ሲል ያሸናፊውን ድርጅት ውድቅ ተደርጎ ማለቴ ነው።,
1214181143685271554,ናማ የበግ ወጥ ላይ እየደረሰ ያለውን ጥቃት መክት,
1214181161573986306,እንንን ጭራሽ አንቀፅን ሃያ ዘጠኝ ተጥቅሞ ማስፈራራት! ምንድን ነው እየተጠበቀ ያለው ክቡርነቶ?!,
1214181162026983424,Alert   በምዕራብ ኦሮሚያ በአየርና በምድር መጠነ ሰፊ ውጊያ ተጀምሯል  ሌላ አካባቢ ያለ ህዝብ ወገኑ ሲጨፈጨፍ ዝምብሎ ማየት የለበትብ,
1214074702836183040,የክልሎች ግንኙነት ረቂቅ አዋጅ ላይ ለመወያየት የአንድም ክልል ተወካይ አልተገኘም ,
1214181234030645249,?????? አብይን የጠመደው አላስርም ስላለው መሰለኝ  እሱ ሲታሰር እድሜዬ አስራዎች ውስጥ ነበር አሁን የገባኝ እስክንድርን Hero ያረገው መታሰሩ እና መታሰሩ ብቻ መሆኑን ነው He is overrated.,
1214181282428702722,በምስራቅ ጎጃም መስተዳድር ዞን እነብሴ ሳር ምድር ወረዳ 2ኛው ሩብ ዓመት የምክር ቤት መደበኛ ጉባኤ ተካሄደ፡፡ ,
1214181499034988544,እስክንድር እራስህን ከኤርምያስ ለገሰ እና ቴዎድሮስ ፀጋይ አግልል,
1214181765352493056,ለምን አንድ ሰው እንደሚመታ ይአ ሲ ኢ ምኤ ,
1214181767403495424,እስኬው ጎረቤቶቹን?? ጎሸም ለማድረግ ጊዜም ቦታም ሪሶርስም አይመርጥም።,
1214181785271197696,ትለያለህ እኮ እግዚአብሔር አንተን የኢትዮጵያ ጠቅላይ ሚኒስትር ያርግልኝ  ??,
1214181993782616064,መልካም በዓል የኛ ሰው እግዚአብሔር ይጠብቅህ,
1214182108442353664,የህወሓት አንደኛ አስቸኳይ ድርጅታዊ ጉባኤ የአቋም መግለጫ /በአማርኛ/ ,
1214182195679694849,ፅንፈኞች እንኳን ሲሰባሰቡ ለምን እናንተ ተመሳሳይ አላማ ካላቸው ፖርቲዎች ጋር በጋራ ሰርታችሁ ለምርጫ አትዘጋጁም? በተለይ ኢዜማና እናንተ መካከል  አአ ላይ… ,
1214182524265611265,በምስራቅ ጎጃም መስተዳድር ዞን የእነብሴ ሳር ምድር ወረዳ ለቀበሌ ማህበራዊ ፍርድ ቤት ዳኞች፣ ለቀበሌ ሊቃነ መናብርት እና ለቀበሌ ኮሚኒቲ ፖሊስ ኦፊሰሮች የግንዛቤ ማስጨበጫ ስልጠና… ,
1214182527709196299,መልካም የልደት በዓል! ኢሳያስ 9:6 ,
1214182551289552896,እኔ ምንም ትዝ አይለኝም። ደግሞ ህፃን ልጅን ማጉረስ እኮ ሌላ ነገር ነው። እንደው ልጄም ስድስት ፤ ሰባት ከሞላው በኋላም ላጓርሰው ከጠበቀ እዛው ... ነው የምለው።,
1214183180225437696,እኔ ሚመስለኝ ከሆንክም የምታታልለው ምስኪኑ የአማራን ጠላት ነህ። ወያኔ የጫነብህ የዘር አስተሳብህን ደብቀህ ሳናውቅ ለብዙ ግዜ ሸውደህናል። አሁን ተነቃብሽ ዘረኛ ነህ,
1214183351952822273,አንቀፅ 39 ለማለት ነው። የነገርየው ክብደት የሚያሳየው ይሄን ፖፑላር አንቀፅ እንድንሳሳት አረገኝ! ይሰመርበት!,
1214183387960926208,የቴዲ ኮንሰርት ማታ በግርግሩ መሀል ኪስ አዉላቂዉ ልጅ ስልኬን ከኪሴ ካወጣዉ በኋላ ሊሮጥ ሲል በብርሃን ፍጥነት አንገቱን ይዤ ስልኬን የተቀበልኩት አጋጣሚ። ??  Ps:… ,
1214183668694036480,???¿!¿¿??????????????¿¿¿¿¿¿ አይ የኛ ነገር !! !!! እውነት ግን የምናመልከውን ሀይማኖት እና አምላክ እናውቀዋለን ?????? ,
1214183688503799809,ተዉ!  አንተ ትብስ...አንተ ትብስ..... ከተማችን ለሁላችንም ትበቃለች።,
1214183798688145410,እንደ ፈለክ ኳስ ብቻህን ማየት የለማ ?,
1214184370602414081,የማንነት ቀውሥ ውስጥ ካሉ ሰዎች የመጀመሪያዋ አሥቴር በdhaኔ ነት !!! እጅግም ታነድደኝ ነበር !! ከትላት በኊላ ግን ይቅር ብያታለሁ !!! የፈለግሽውን በይ አሥቱካ እኔ አልቀየም… ,
1214184373110673409,ለሆዳቸው የተጠጉት እንኲ ምን እያድረጉን እያየን ነው !!!,
1214184722773008389,ወይጉድ ሁሉም እንደሱ በልቶ የሚያምርበት መስሎታል,
1214184788527067137,ለመላው የኢትዮጲያ ህዝብ በሙሉ እንኳን ለእየሱስ ክርስቶስ የልደት በአል በሰላም አደረሳችሁ።,
1214184938892931072,ሃሃሃሃ በግ በከፍተኛ ሁኔታ የስም ማጥፋት እና የማጥላላት ዘመቻ እየተደረገበት ቢሆንም ለግዢው የሚጋፋውን ስታይ ደረትህን ቀና አድርገህ ትሄዳለህ ??,
1214185295589117952,11ቢልየን ብር ያላቸው ባለሀብቶች እንዳሉን ዛሬ ነው ያወኩት ትላለህ እንዴ? አፋር ውስጥ ቢያንስ 1 የነዳጅ ማደያ የሌለው የወረዳ አስተዳዳሪ አለ እንዴ?,
1214185336802365440,ነገ 5 ሰአት እና 10 ሰአት ላይ ,
1214185528804986881,ለክብርት ወ/ሮ ዳግማዊት ሞገስ፤ ባሉበት።  ከአዲስ አበባ-ጎሃፅዮን ያለው መንገድ በሚገባ ስለተነዳደለ እና ስለተገባበጠ የኢትዮጵያ የባህል ስፖርቶች ፌስቲቫል ሲካሄድ ለገበጣ ማጫዎቻ… ,
1214185837233147905,በዓሉን የፍቅር የሰላም ያድርግልን ,
1214185902576226305,ተቃዋሚዎቹ - ዘረኛ ነህ  እስክንድር - ማርያም ታማልዳለች ????,
1214185954983976964,ብሶቴን አመጣሃው (ላይክ ብሶት ያነሰኝ ይመስል) ... በስም እጥረት ኖቤል ብዬው ነበር ግን ያው ከአሻጋሪው ቅቤ ሽልማት በኋላ እንግዲህ ወደፊት ሲያ… ,
1214186184169213952,የምርጫ ውጤት ሰርፕራይዝ ሲሆን ይጥማል።,
1214186799314219011,ምርጫ ቦርድም ነገሩን በቅንነት በማየት ጥቃቅን ግድፈቶችን ቸል በማለት ወደ ምርጫው እንዲገቡ ጥረት ማድረግ ይጠበቅበታል ብለን እናምናለን:: …. እናምናለ ,
1214186913738956800,እንኳን ነገርከን ጎረቤት መሆናችንን እኛ እኳ በሀሳብ የምንለያይ ወንድማማቾች ህዝቧች ነን ብለን ነበር የምናስበው,
1214187063966347265,ነጋ ቄሮን በአሸባሪነት ካልከሰስኩ ብሎ እላይ ታች ሲል ነበር ። ዛሬ ምን ብሎ ትዊት ቢያደርግ ጥሩ ነው ?    ጎረቤትህን እንደራስህ ውደድ  :D,
1214187558571249664,በጣም የሚከብድ ስሜት ነው ይሄ ነገር ሁሌ የሚፈጥርብኝ። በጣም ያሳቅቀኛል! አባቶቻችንን/እናቶቻችንን በሚገባ አለማክበራችንን ሳስብ አዝናለሁ!,
1214187666872438784,እብድ መጽሐፍ ጠቅሶ ሲያብድ አንተ የመጀመሪያው ነህ,
1214187715488604160,እናንተ ያልፈለጋችሁኋትን ሀገር እንደፈለጋችሁ የምትዘሉበት ጊዜ አልፏል ከእንግዲህ ሀገራችን ብለን የምንጨቆንበት ጊዜ ሊያበቃ ይገባል!!!,
1214187804013596672,አንቺ ፍጹም እመቤት ፣ ቀድሞ ይቅርታ ጠይቀሻል ፡፡ በህይወትዎ ውስጥ… ,
1214187914252423168,ፍጹም እመቤት ፣ ቀድሞ ይቅርታ ጠይቀሻል ፡፡ በህይወትዎ ውስጥ ስህተትን…,
1214187930933051394,የአምበጣ መንጋ በሶማሌ ክልል ቡዙ ጥፋት እያደረሰ ሲለሆኔ የሚመለከተው አካላት መበትሄ ቢፈልጉ። ,
1214188259095588864,ለኦርቶዶክስ ክርስትና ኢትዮጵያውያን መልካም የክርስቶስ ልደት በዓል ይሁንልን!     ፈጣሪ መተሳሰባችንን ያጠነክርልን: አስተውሎታችን ይጨምርልን: መቻቻልና ፍቅርን ለሁላችንም ኢትዮጵ… ,
1214188591380910081,እኚህ እንቁ አባት፣ ያኔ ድሮ ገና ይሄን ሁሉ ቦታ ብቻቸውን አይተው ሃሳብ ነድፈው ጽፈው አስቀምጠውልናል። ከዚህ ቀረጻ በኋላ ራሱ ብዙ ጽፈዋል፤ ነድፈዋ…,
1214188892561256448,እነከሌ- ሌባ ወይም የሌባ ልጅ መሆን አለበት:: ሌባነው የራሱ ያልሆነ ገንዘብ እንዲህ የሚያወጣ,
1214188924798742528,PMOEthiopia  በገና  አብይ  አህመድና   ኢህአዴግ  (የአሁኑ  ብልፅግና) ስልጣናቸውን  ለህዝብ  ቢያስረክቡ  ጥሩ  ነው!   ያው  የምርጫውን  ቀልድ  ወደፊት  እናደርገዎለን!,
