tweet_id,sentiment
1213123336336740352,Neutral
1200946869687349248,Mixed
1213842234640089095,Mixed
1213967203076395009,Negative
1213674827321683968,Neutral
1213896940288561152,Neutral
1212750192279203841,Neutral
1212329048543825921,Neutral
1212343282405191680,Positive
1206913535340625920,Neutral
1214122918650744832,Positive
1214159212315598848,Neutral
1213118229599674372,Positive
1201218234147577860,Positive
1201207163319914498,Neutral
1214229273562632192,Positive
1214188591380910081,Positive
1212296318850351105,Neutral
1213240128380030977,Neutral
1214191689453191168,Neutral
1201192448573280257,Neutral
1214121363163750400,Neutral
1201255212905877504,Mixed
1201256106439233537,Neutral
1213740256794677249,Negative
1201203374470901761,Neutral
1213155506891755526,Neutral
1212348547166855174,Positive
1212250273856589826,Neutral
1214683875013775360,Positive
1201245692796309504,Neutral
1213761287576064000,Neutral
1201390924468752384,Positive
1212446885396529152,Negative
1201146672224624649,Neutral
1212381813945065474,Neutral
1213300467004059653,Neutral
1213173810620456962,Neutral
1212308886620950529,Neutral
1201026135066382336,Positive
1212936062932279297,Neutral
1213939794323136512,Negative
1201224082831925248,Positive
1201514537779912704,Mixed
1201452483417165824,Negative
1212806322154037250,Neutral
1212407551737905153,Neutral
1212156441361993728,Neutral
1201123965202313216,Neutral
1213730681647443968,Neutral
1214165774115495938,Positive
1200970921114308609,Negative
1201015937882824704,Positive
1212869189293133824,Neutral
1212447753302884354,Neutral
1213882838942175232,Positive
1213032379876593664,Neutral
1213203284997095425,Negative
1213128415471177729,Neutral
1212795314358431747,Negative
1213893928065404933,Positive
1213153768126210048,Positive
1212256456977846272,Positive
1213112556610629632,Neutral
1214221896096591872,Neutral
1212386754277380097,Neutral
1212163775048159233,Neutral
1214117723166461952,Neutral
1212466288565669889,Neutral
1213167020449112065,Neutral
1212285163511648256,Negative
1201438784782503936,Neutral
1214182551289552896,Neutral
1212311568794443776,Positive
1212755922621210626,Neutral
1214095246642024448,Negative
1212994017648099329,Negative
1212721043393187840,Neutral
1212574229994102785,Neutral
1213095361973309440,Negative
1212443204324397063,Negative
1213310130848174085,Negative
1201500720815640582,Neutral
1201032002096513026,Neutral
1213312656637079552,Neutral
1201180094338875392,Neutral
1212451913461092352,Positive
1212993197363912704,Neutral
1213820583399612416,Positive
1212289697453658112,Neutral
1201018181042819072,Negative
1213860950698319872,Negative
1201385502475247616,Mixed
1214185528804986881,Mixed
1214076408361816069,Neutral
1213874189125308416,Negative
1213779321464270850,Positive
1212282727644508161,Neutral
1201046703861829639,Negative
1212900397855256581,Neutral
1202659790905860098,Positive
1212763319246802944,Mixed
1214105769416769537,Negative
1212928502699298816,Positive
1212860079332036610,Negative
1212838709088919567,Neutral
1212492105588920321,Negative
1201210925245702144,Negative
1213041213877760001,Neutral
1212853338737446918,Mixed
1214064740672163840,Neutral
1212825746684760064,Negative
1212754950259798017,Neutral
1201506961486950400,Neutral
1214077096655540224,Mixed
1200972838129328130,Negative
1213261054693773312,Negative
1213926930510159879,Neutral
1213074085120499713,Neutral
1212772442164355072,Neutral
1201162222501814272,Negative
1214247567069986816,Positive
1201030571402641409,Positive
1213101409010368512,Neutral
1212242824948830208,Mixed
1212972151831191553,Neutral
1213031019227631616,Neutral
1214064927406620673,Neutral
1202854248490438656,Positive
1214226037791449088,Mixed
1212346017762267136,Neutral
1214126461373833217,Neutral
1213150021165694977,Neutral
1214156536903340032,Neutral
1213908221846544389,Neutral
1213282964207030273,Neutral
1209584947033526272,Negative
1214194385975488512,Neutral
1212783855985258496,Negative
1212265537713197056,Neutral
1212831670686093314,Neutral
1214179967342391296,Negative
1201119333470162946,Negative
1212419609451794432,Negative
1212454379825049600,Neutral
1212494056070242304,Neutral
1212468719408091137,Neutral
1214005904611430400,Negative
1214572441688825856,Mixed
1201367405286580224,Neutral
1213165735792578561,Negative
1212461681487613953,Neutral
1214137967335399424,Neutral
1203318252107120640,Neutral
1201505680647237632,Negative
1213143826379882498,Negative
1214076065532063744,Positive
1214186913738956800,Neutral
1213828945960931328,Positive
1212301062419431424,Neutral
1215998888311762945,Mixed
1213803586204979201,Positive
1213929998605803521,Neutral
1212735967825711104,Neutral
1212342397084086273,Negative
1214192297539182599,Neutral
1214095421376778241,Positive
1213745004184834049,Neutral
1213151094089625601,Neutral
1214242214009806848,Positive
1213248338604314630,Positive
1214211046308634624,Neutral
1201439180217303041,Positive
1212908684168302595,Neutral
1214150538591395841,Positive
1213821208065646592,Neutral
1214185837233147905,Neutral
1200999140194443264,Positive
1214016888604368896,Positive
1201386147735384064,Positive
1212314456132210688,Neutral
1214169953647153152,Neutral
1212713724089438208,Neutral
1212338224519090182,Negative
1212192076286193664,Negative
1200955107560579072,Positive
1213751425580314625,Neutral
1212723914494877698,Neutral
1213118290568069120,Neutral
1213296899752640514,Mixed
1212527304288743424,Positive
1201203487083835392,Neutral
1213069028132085770,Positive
1213896644535750657,Neutral
1213264604408750080,Neutral
1214194905138057222,Positive
1213724010908803077,Positive
1214915596078456832,Mixed
1214990995714199553,Mixed
1212870644242751489,Neutral
1213051360142397442,Positive
1212275995396333568,Negative
1213001911068180480,Negative
1214166124151132161,Positive
1212748536523165697,Negative
1201140545055330304,Positive
1212452433290551296,Neutral
1215403833330814976,Positive
1212846894814285827,Mixed
1201097707697430528,Positive
1213088427484307456,Neutral
1214680893400461320,Mixed
1201406294894219264,Neutral
1212290327752691712,Neutral
1213845806245171201,Negative
1213046698777305089,Positive
1202855545553731584,Positive
1213166483410423809,Positive
1213676686723694592,Neutral
1213070821524066307,Mixed
1212240980100952064,Mixed
1201177144874950656,Neutral
1211516594238550016,Neutral
1213025030550048768,Negative
1213066543719964672,Neutral
1212954116802203648,Neutral
1212789930117804032,Negative
1212773385408827398,Neutral
1212383411547058176,Neutral
1212455699839700992,Neutral
1213080412567810048,Negative
1213298924729044993,Neutral
1212968120702382080,Neutral
1214120283939979264,Neutral
1212582699531227136,Neutral
1213009196834271232,Neutral
1212493420603817985,Neutral
1212866040943788032,Neutral
1200945074458152960,Negative
1214184722773008389,Neutral
1201169333415600128,Neutral
1212365635176546306,Negative
1216230788758417408,Mixed
1201011222424031232,Neutral
1213873908711071747,Negative
1201222054332252160,Neutral
1212251269940809728,Negative
1215918831719395330,Mixed
1201029911970013184,Mixed
1212176161813487616,Positive
1213182426865909760,Neutral
1212975035700457473,Negative
1213850687404068865,Mixed
1212322356204646401,Neutral
1214007150651092992,Neutral
1213151745813159937,Neutral
1210902574704078848,Positive
1212266701456388096,Neutral
1213106332095651840,Positive
1201247994739343363,Negative
1212368939671576576,Neutral
1200982154529984513,Neutral
1214061271533989888,Positive
1214101817891737600,Negative
1212812723320446976,Mixed
1201360577580425217,Neutral
1212301378363822080,Negative
1212245652295573505,Positive
1212926635869134848,Mixed
1212792397815525376,Neutral
1212538205943271427,Neutral
1212403210037714944,Neutral
1213285436673576961,Neutral
1201419650203959296,Negative
1213116551399923712,Negative
1212479294242471937,Neutral
1201176231397543937,Neutral
1212279832790257665,Negative
1201151910096654341,Positive
1203340971326312448,Negative
1214023771469864962,Negative
1201288662539022337,Positive
1213741392431849473,Negative
1212884468375130112,Neutral
1214090969492152320,Neutral
1214040966866317312,Neutral
1212876825556332545,Neutral
1213027932769259525,Negative
1212470384039268352,Neutral
1213854279544590336,Negative
1212306965264625665,Neutral
1214129460527718400,Neutral
1212299954833821696,Neutral
1201177119491055616,Negative
1213746471838920705,Mixed
1212784121212219394,Neutral
1213058007120195587,Neutral
1212758595621867520,Negative
1214189888234496000,Neutral
1201328521714515968,Neutral
1201033804909105152,Positive
1201244197887590406,Neutral
1201421548311191553,Negative
1201467935413415937,Neutral
1201041435996413952,Positive
1201234543694536705,Negative
1212813687452504064,Neutral
1212837281725325318,Neutral
1212165647884525569,Negative
1213674416460222465,Neutral
1213161957139845121,Neutral
1201313217395474433,Mixed
1214153664530702337,Neutral
1201032315931000832,Mixed
1212721719259078657,Neutral
1213926474195054594,Negative
1213052524640526336,Positive
1213291523372007424,Neutral
1212317568524005376,Neutral
1213297576683954176,Positive
1212865432501280768,Mixed
1213086979765653505,Neutral
1201214142222233600,Neutral
1214210202792288257,Neutral
1213239065350418438,Negative
1213149446248099840,Neutral
1213164870725701634,Negative
1214782187205210112,Mixed
1214241256420888577,Positive
1213161771072143361,Neutral
1213755832099315713,Neutral
1201236134220582913,Negative
1200925861731545089,Neutral
1200952626323611648,Positive
1201063382662746112,Neutral
1213882239232200704,Mixed
1212836996349124609,Positive
1214124921225457666,Neutral
1214774832161853441,Mixed
1214222759984877570,Positive
1212148605018132480,Neutral
1213307579625070594,Positive
1213770897816989696,Mixed
1212775522784157696,Negative
1214211313616015360,Negative
1213819968204234752,Neutral
1213881939809075200,Negative
1214039843233259520,Negative
1212480240934629376,Neutral
1213880123948195841,Neutral
1201046417109856264,Neutral
1201275550205140992,Negative
1212925258921058304,Mixed
1214766065139560449,Positive
1212740140654899200,Positive
1212904529936535552,Negative
1201090081701945344,Neutral
1213089082567544834,Neutral
1213863393498730496,Negative
1213988189045772288,Negative
1212504919867043842,Neutral
1214187715488604160,Neutral
1213298998699790338,Positive
1213092994083098626,Positive
1212198668679430145,Neutral
1212779727133560832,Negative
1212788170783428609,Neutral
1213887636030537736,Neutral
1212292257581273089,Positive
1212719652201218049,Positive
1213048508443439105,Neutral
1205679094140198913,Negative
1213068933630242816,Negative
1201137651161526272,Negative
1212554416802414593,Neutral
1214018070664138754,Negative
1201396244888924160,Mixed
1212873251556397061,Neutral
1201056167746818054,Positive
1213754707270868995,Neutral
1214208507446276106,Neutral
1212825015495864323,Negative
1214124435109826567,Neutral
1212769113833181184,Neutral
1214012774784757762,Neutral
1213891063028633603,Neutral
1213147213188272128,Neutral
1212821850889367552,Neutral
1212249698712662016,Negative
1204829357174382594,Positive
1213111872074989568,Neutral
1212804782685138947,Neutral
1212577439844569088,Neutral
1212932448151121925,Neutral
1213918266479042561,Neutral
1212450773445029888,Negative
1209417242267521024,Mixed
1213824845626171394,Neutral
1214142623184764929,Negative
1212416917773987841,Negative
1215860405962248192,Positive
1213171585974071296,Neutral
1201346407677992960,Negative
1212262388076044288,Neutral
1201589943610544133,Neutral
1213292459016572930,Neutral
1213186119510216707,Negative
1213861185591922700,Positive
1212968656084361216,Negative
1214189032290295809,Neutral
1214080860309377024,Mixed
1213771152407040001,Mixed
1212763420245790721,Neutral
1214138029402669056,Negative
1213887869862973441,Mixed
1204999864012161030,Positive
1213150247104503811,Neutral
1213256480557801473,Positive
1201199908134494208,Mixed
1213832614601207811,Neutral
1212268308898205696,Neutral
1212502668318531586,Neutral
1213887023020478466,Neutral
1213018474794176512,Positive
1212780849772544002,Mixed
1214154865888374785,Neutral
1201198268635582464,Neutral
1214114835824291840,Neutral
1212911005635895307,Negative
1212587989399953408,Neutral
1212394492877295624,Negative
1212710679595159552,Negative
1214147958331125761,Negative
1212389820540043270,Negative
1214774025030979584,Positive
1213101728557604864,Negative
1205532447141707776,Positive
1213939421281759232,Positive
1213005815659012097,Negative
1213726997077209088,Neutral
1203493650790961152,Neutral
1212472642332250113,Neutral
1213838123416870912,Positive
1212363492726116353,Neutral
1201485592128831488,Positive
1213968335592923137,Neutral
1212412048061145088,Negative
1212800416523657216,Negative
1213972118897152001,Neutral
1207967668348837889,Neutral
1214854311706017792,Positive
1212414973256884226,Mixed
1201213028974415872,Negative
1213160387010580482,Positive
1212357595102621696,Neutral
1213963726111592449,Neutral
1213323530894528512,Neutral
1201302323831754757,Negative
1213823880923623429,Mixed
1213822321267486721,Positive
1212430066581463040,Mixed
1213841419066105856,Neutral
1212407757665701892,Neutral
1213131901126479873,Positive
1201194216359170050,Neutral
1213029835448180736,Neutral
1214128918149685249,Neutral
1213307034189348865,Negative
1212249530521018371,Negative
1213060780985335809,Positive
1213057139134078977,Positive
1213073999829307393,Positive
1201024838787325952,Positive
1213198250506801152,Neutral
1213787589108326401,Neutral
1212440378336514048,Neutral
1212820776358961154,Neutral
1212746847678320642,Mixed
1201409558339575810,Neutral
1213835316676747264,Neutral
1213852355889967105,Negative
1201389033190051840,Negative
1201471928197881858,Positive
1214178140228071424,Neutral
1212425792338178048,Neutral
1201113529014800384,Negative
1213088550943629312,Neutral
1212214478525411329,Neutral
1201251698850828289,Negative
1212395213446103041,Mixed
1213109251578695681,Positive
1214070898069782529,Positive
1212253479860760576,Mixed
1213031469515341826,Negative
1201453557091831808,Neutral
1212438389351440384,Negative
1201498919231873025,Neutral
1214818955497365505,Positive
1212487812135751680,Neutral
1201495611788464140,Mixed
1210836064258199552,Mixed
1201207697552691203,Positive
1213089165618941954,Neutral
1213034733690589184,Negative
1212443963770261504,Neutral
1213072284547723264,Neutral
1212767688218611717,Neutral
1212755589715103746,Neutral
1212763879836672001,Neutral
1213953022956580864,Neutral
1214046699242631170,Negative
1201054965776748545,Positive
1214148481096523776,Neutral
1214177442866356224,Neutral
1213177038229692417,Neutral
1212776072925908997,Neutral
1212913017010245632,Positive
1212581071994396678,Positive
1212829369799979008,Neutral
1213805607851036672,Neutral
1214009291289612289,Neutral
1213118445853786115,Positive
1214209089573666824,Neutral
1200989434080104448,Neutral
1214110485546700800,Positive
1214012791696158720,Positive
1201510478591221763,Neutral
1213310801953611778,Neutral
1201495098099322880,Neutral
1214775899813502982,Mixed
1201380746407088129,Neutral
1213291976864522240,Neutral
1212821207881584641,Negative
1212456840522428416,Neutral
1213069009534554113,Neutral
1214935136275333120,Positive
1213174126107615232,Mixed
1201397203895562241,Mixed
1212424127321198592,Neutral
1214222601339441153,Negative
1212442614944948224,Negative
1214103270421086209,Negative
1212828982938394624,Negative
1213762581778833409,Positive
1214169035732066305,Positive
1214128868828884993,Negative
1212407277069705217,Negative
1201413293832888320,Neutral
1212879915579772933,Positive
1212370965998505984,Neutral
1214137072983969792,Neutral
1213172303003029505,Neutral
1213245256633868288,Positive
1213308873815277568,Neutral
1201513001259556864,Positive
1201031107745112066,Neutral
1212306447469559808,Negative
1212723363619201024,Negative
1201047678945247232,Positive
1201506014106988544,Neutral
1212766138075144192,Neutral
1212257027113803778,Neutral
1213780823511572480,Neutral
1213805812453388288,Neutral
1213054568050900994,Negative
1213040274030649344,Neutral
1213839593696575488,Positive
1207000060921180160,Neutral
1212294435901497345,Neutral
1212322522882084864,Positive
1212307319574450177,Neutral
1214076455690424321,Neutral
1213029663817322496,Neutral
1213872161825460224,Positive
1212945955852607493,Mixed
1213267110861983744,Negative
1214075113219510273,Mixed
1212363267865284614,Negative
1201337014857039873,Neutral
1213044478103183360,Neutral
1214136886937243648,Negative
1213288323315388416,Neutral
1213044279607726081,Neutral
1212594074500419584,Positive
1213893794975891458,Positive
1213833601126715395,Negative
1212308813942013952,Positive
1212346356398002178,Negative
1212334282284421120,Negative
1213286058001141761,Positive
1212459472171307009,Negative
1201430316335931393,Negative
1212214632192106496,Negative
1213074384048607233,Positive
1212821907789275136,Positive
1212305636974874625,Negative
1212485756649955328,Neutral
1212410819633459200,Negative
1212241417650790401,Positive
1214006096555204608,Positive
1213011258171150336,Negative
1213769898754813952,Negative
1201005447798493184,Neutral
1213863536063066113,Negative
1201506423869448194,Neutral
1201101547976974338,Negative
1213302089809563652,Neutral
1213865279211614210,Negative
1212532108226367488,Neutral
1201507115392737280,Mixed
1213677343262285826,Neutral
1213899636894838784,Negative
1215091858768044034,Mixed
1213217797947482112,Positive
1213926385850470402,Neutral
1212266419817271296,Negative
1212274810623086592,Neutral
1201111253734834176,Neutral
1212744556543909899,Positive
1213821098770468866,Negative
1208379775812820997,Negative
1213069773606658048,Negative
1200976688538103808,Negative
1201422011756613632,Neutral
1201353000746393600,Neutral
1201178237356957696,Neutral
1213235549445726213,Negative
1215477360151027712,Positive
1213155951781523456,Negative
1200930461939167232,Positive
1213019225729748992,Neutral
1212169753537765381,Neutral
1212709421110956032,Neutral
1212774527844806658,Mixed
1200948802477273090,Negative
1214221124709617664,Negative
1213125029577314304,Neutral
1212839839143546880,Mixed
1212715791713554437,Negative
1213814496873111552,Negative
1201048225609859073,Negative
1212264435072618496,Positive
1213217927392043009,Positive
1214241644113006592,Mixed
1201081557529837570,Positive
1201187917856681984,Neutral
1213939762626781184,Negative
1213874073991819265,Neutral
1205581087289856000,Negative
1213098336665964545,Neutral
1214863853764386816,Positive
1213884222873559041,Negative
1214024544610111488,Negative
1214015282718683136,Neutral
1201157547417313281,Neutral
1212879482094333962,Neutral
1209250314433499137,Mixed
1201472593368408065,Negative
1214104636937965568,Neutral
1214211127921577984,Neutral
1212926809525903360,Neutral
1212770899507761155,Negative
1214929026395123714,Positive
1212856361916289025,Positive
1213041690333847553,Positive
1213910786667667457,Neutral
1213923449363501057,Neutral
1201399530606006278,Negative
1212748315915366400,Neutral
1212776257236197376,Mixed
1214075781875408898,Neutral
1214120421202780160,Neutral
1213089137974226944,Positive
1201351837342982144,Negative
1201469023340380160,Positive
1212853629448790017,Neutral
1212944207343697920,Neutral
1212350568561291269,Neutral
1200996469181947904,Negative
12129085770038476800ሚሊያን ዩኒፎርም፣  ተማሪ ቢቀልብ ታብሌት በነፃ ብትሠጥ የአድስ አበባም  ሆነ የአማራ ህዝብ  ለክብሩ እንጂ ለሆዱ  ሲል ኖሮ እና  ተገዝቶ አያውቅም።በጥቅማጥቅ…,Neutral
1212711119065878528,Neutral
1212466253438345217,Positive
1214825643801751552,Mixed
1212341395366842368,Neutral
1201408523822866432,Neutral
1205016951216623616,Neutral
1214066551504158721,Neutral
1212314478198632448,Neutral
1201095183321964544,Neutral
1212474137219928069,Positive
1213045211053641728,Neutral
1201251829683826688,Negative
1213218404217303040,Neutral
1212939279133020160,Neutral
1213902483321507842,Neutral
1213747640581668864,Negative
1212523590274473990,Neutral
1201411438256021504,Negative
1213863227068735489,Neutral
1213902495845666820,Neutral
1212831131109908480,Negative
1201221448876134400,Mixed
1201238168617574400,Negative
1214041207594201088,Positive
1213027225005707264,Positive
1213124575594237960,Neutral
1212304196503916544,Neutral
1213979595453714432,Positive
1213154456931590146,Positive
1212494044779220993,Neutral
1212729838777372672,Neutral
1212735531823579136,Positive
1212977935055020033,Positive
1214189897176768512,Positive
1214002267537453058,Neutral
1212809113027194883,Neutral
1213056175928774658,Negative
1201150391188107264,Neutral
1213114937683390464,Negative
1212980002087751681,Negative
1200978196776308736,Positive
1212764223350157313,Mixed
1212527286051672065,Neutral
1213183746914029568,Positive
1212281896102584321,Negative
1201401746393837568,Negative
1201104064643313665,Neutral
1213870761884180481,Neutral
1212434380376985600,Neutral
1214914739706507267,Mixed
1213887073385689089,Neutral
1213057974584954880,Positive
1213804438734954496,Positive
1213149088608223232,Negative
1212476719782940673,Neutral
1212539489442291718,Negative
1212383123905957888,Neutral
1213086891404386306,Neutral
1212717094556569600,Neutral
1214171625471578112,Neutral
1212836730711216128,Neutral
1212186209646239745,Negative
1201192943064879104,Neutral
1213897856752373765,Neutral
1201364903665246208,Neutral
1206469653444415488,Negative
1214911666288234499,Positive
1212348787831771136,Neutral
1213769176629891073,Positive
1214196862472859648,Neutral
1212487776156958720,Neutral
1213008163584270336,Negative
1212720360296194048,Positive
1213181431238840320,Neutral
1212913594125443073,Negative
1213816516489228289,Negative
1201058431890853889,Neutral
1212430015658369024,Neutral
1212418622838255616,Neutral
1201146552682606593,Neutral
1212147150743883776,Neutral
1212781347774902272,Positive
1214156112737525761,Neutral
1212366443649683457,Neutral
1213743564481536001,Neutral
1201133351425454081,Neutral
1212250189257494528,Neutral
1212961923312037891,Neutral
1213181457604186113,Neutral
1213216515547369472,Neutral
1201451001628282880,Neutral
1213914312747737090,Neutral
1201172823328350208,Positive
1201086607127908355,Neutral
1214110039050461184,Neutral
1214221242800230401,Neutral
1201044794320904193,Neutral
1216032963479113728,Mixed
1212275278250041344,Negative
1212323399948787715,Neutral
1212311018946408449,Negative
1201093780943839237,Neutral
1201215466687082497,Neutral
1214175481483997184,Negative
1213821680092635137,Positive
1201506426058883072,Negative
1212451281866051587,Neutral
1200928037455515649,Positive
1213071947787051014,Neutral
1213241492694634497,Negative
1212215684697997313,Neutral
1212162766947176448,Positive
1212994497384210438,Neutral
1213112014047993857,Neutral
1201160570424233985,Negative
1213890445522219008,Negative
1212744462146908161,Negative
1212595470813532161,Neutral
1201462452426285056,Negative
1213987205812805632,Neutral
1207091850038972420,Neutral
1214173904345948162,Positive
1201127292120031232,Negative
1213755802240114688,Neutral
1206834182829281280,Negative
1212358089372045312,Neutral
1213936043407368194,Neutral
1213673739809898497,Neutral
1214191705106341890,Positive
1213036614382968833,Neutral
1213175491550679041,Neutral
1213809969180614657,Neutral
1212463875137921030,Neutral
1204101581341429760,Positive
1214012744342458368,Neutral
1207435677979283458,Negative
1212296129381044224,Negative
1212985728700952576,Neutral
1201244122868305920,Negative
1200980788101165056,Neutral
1212504132239724546,Negative
1213871308808884225,Positive
1212775667949019136,Neutral
1201239462682005507,Negative
1214128571859509251,Neutral
1213748300903600128,Negative
1212179697301254145,Mixed
1213858022008733696,Neutral
1201142234185379840,Negative
1212264608335089664,Neutral
1213011490372038656,Neutral
1213295282441601024,Neutral
1214214842044813312,Neutral
1201462606227226624,Neutral
1213008960346894337,Negative
1213864368531750914,Neutral
1213246016918577152,Positive
1213831025173946368,Negative
1214187063966347265,Neutral
1213930792415576066,Positive
